"","CONCEPT_ID","CONCEPT_NAME","STANDARD_CONCEPT","STANDARD_CONCEPT_CAPTION","INVALID_REASON","INVALID_REASON_CAPTION","CONCEPT_CODE","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","VALID_START_DATE","VALID_END_DATE"
"72",1410674,"Recurrent depressive disorder, currently in remission","N","Non-Standard","V","Valid","F33.400","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"73",1410675,"Other recurrent depressive disorders","N","Non-Standard","V","Valid","F33.8","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"74",1410676,"Other recurrent depressive disorders","N","Non-Standard","V","Valid","F33.800","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"75",1410677,"Recurrent depressive disorder, unspecified","N","Non-Standard","V","Valid","F33.9","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"76",1410678,"Recurrent depressive disorder, unspecified","N","Non-Standard","V","Valid","F33.900","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"77",1410684,"Dysthymia","N","Non-Standard","V","Valid","F34.1","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"78",1410685,"Dysthymia","N","Non-Standard","V","Valid","F34.100","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"79",1410686,"Neurotic depression (machine translation)","N","Non-Standard","V","Valid","F34.101","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"80",1410687,"Depressive personality disorder (machine translation)","N","Non-Standard","V","Valid","F34.102","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"81",1410718,"Mixed anxiety and depressive disorder","N","Non-Standard","V","Valid","F41.2","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"82",1410719,"Mixed anxiety and depressive disorder","N","Non-Standard","V","Valid","F41.200","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"83",1410720,"Anxiety and depression (machine translation)","N","Non-Standard","V","Valid","F41.201","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"84",1411144,"Depressive conduct disorder","N","Non-Standard","V","Valid","F92.0","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"85",1411145,"Depressive conduct disorder","N","Non-Standard","V","Valid","F92.000","Condition","ICD10CN","ICD10 code",1451606400000,4102358400000
"86",1568213,"Bipolar disorder, current episode depressed, mild or moderate severity","N","Non-Standard","V","Valid","F31.3","Condition","ICD10CM","4-char nonbill code",1.325376e+12,4102358400000
"87",1568217,"Depressive episode","N","Non-Standard","V","Valid","F32","Condition","ICD10CM","3-char nonbill code",1.325376e+12,4102358400000
"88",1568218,"Major depressive disorder, recurrent","N","Non-Standard","V","Valid","F33","Condition","ICD10CM","3-char nonbill code",1.325376e+12,4102358400000
"89",1568219,"Major depressive disorder, recurrent, in remission","N","Non-Standard","V","Valid","F33.4","Condition","ICD10CM","4-char nonbill code",1.325376e+12,4102358400000
"90",1595539,"Postpartum depression","N","Non-Standard","V","Valid","F53.0","Condition","ICD10CM","4-char billing code",1546300800000,4102358400000
"91",3098772,"Postnatal depressive disorder","N","Non-Standard","U","Invalid","147016002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"92",3105255,"Endogenous depression","N","Non-Standard","U","Invalid","154873003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"93",3105258,"Seasonal affective disorder","N","Non-Standard","U","Invalid","154876006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"94",3105271,"Depression - postnatal","N","Non-Standard","U","Invalid","154889000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"95",3105299,"Moderate depression","N","Non-Standard","U","Invalid","154919005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"96",3105337,"Depression NOS","N","Non-Standard","U","Invalid","154963001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1217462400000
"97",3105338,"Mixed anxiety and depressive disorder","N","Non-Standard","U","Invalid","154964007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"98",3105339,"Mild depression","N","Non-Standard","U","Invalid","154965008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"99",3105340,"Moderate depression","N","Non-Standard","U","Invalid","154966009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"100",3105341,"Severe depression","N","Non-Standard","U","Invalid","154967000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"101",3105343,"Seasonal affective disorder","N","Non-Standard","U","Invalid","154969002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"102",3105344,"Recurrent depression","N","Non-Standard","U","Invalid","154970001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"103",3122533,"Endogenous depression first episode","N","Non-Standard","U","Invalid","191599006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"104",3122534,"Single major depressive episode, mild","N","Non-Standard","U","Invalid","191601008","Condition","Nebraska Lexicon","Clinical Finding",1501372800000,1501459200000
"105",3122535,"Single major depressive episode, moderate","N","Non-Standard","U","Invalid","191602001","Condition","Nebraska Lexicon","Clinical Finding",1501372800000,1501459200000
"106",3122536,"Single major depressive episode, severe, without mention of psychosis","N","Non-Standard","U","Invalid","191603006","Condition","Nebraska Lexicon","Clinical Finding",1.264896e+12,1501459200000
"107",3122537,"Single major depressive episode, in partial or unspecified remission","N","Non-Standard","U","Invalid","191605004","Condition","Nebraska Lexicon","Clinical Finding",1.264896e+12,1501459200000
"108",3122538,"Single major depressive episode, in full remission","N","Non-Standard","U","Invalid","191606003","Condition","Nebraska Lexicon","Clinical Finding",1501372800000,1501459200000
"109",3122539,"Single major depressive episode NOS","N","Non-Standard","U","Invalid","191607007","Condition","Nebraska Lexicon","Clinical Finding",1012348800000,1012435200000
"110",3122540,"Recurrent depression: [major episode] or [endogenous]","N","Non-Standard","U","Invalid","191608002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"111",3122541,"Recurrent major depressive episodes, unspecified","N","Non-Standard","U","Invalid","191609005","Condition","Nebraska Lexicon","Clinical Finding",1.264896e+12,1501459200000
"112",3122542,"Recurrent major depressive episodes, severe, without mention of psychosis","N","Non-Standard","U","Invalid","191612008","Condition","Nebraska Lexicon","Clinical Finding",1.264896e+12,1501459200000
"113",3122543,"Recurrent major depressive episodes, in partial or unspecified remission","N","Non-Standard","U","Invalid","191614009","Condition","Nebraska Lexicon","Clinical Finding",1.264896e+12,1501459200000
"114",3122544,"Recurrent major depressive episodes, in full remission","N","Non-Standard","U","Invalid","191615005","Condition","Nebraska Lexicon","Clinical Finding",1501372800000,1501459200000
"115",3122545,"Recurrent major depressive episode NOS","N","Non-Standard","U","Invalid","191617002","Condition","Nebraska Lexicon","Clinical Finding",1012348800000,1012435200000
"116",3122550,"Bipolar affective disorder, currently depressed, unspecified","N","Non-Standard","U","Invalid","191628003","Condition","Nebraska Lexicon","Clinical Finding",1.264896e+12,1501459200000
"117",3122551,"Bipolar affective disorder, currently depressed, severe, without mention of psychosis","N","Non-Standard","U","Invalid","191631002","Condition","Nebraska Lexicon","Clinical Finding",1.264896e+12,1501459200000
"118",3122552,"Bipolar affective disorder, currently depressed, severe, with psychosis","N","Non-Standard","U","Invalid","191632009","Condition","Nebraska Lexicon","Clinical Finding",1501372800000,1501459200000
"119",3122553,"Bipolar affective disorder, currently depressed, in partial or unspecified remission","N","Non-Standard","U","Invalid","191633004","Condition","Nebraska Lexicon","Clinical Finding",1.264896e+12,1501459200000
"120",3122554,"Bipolar affective disorder, currently depressed, NOS","N","Non-Standard","U","Invalid","191635006","Condition","Nebraska Lexicon","Clinical Finding",1012348800000,1012435200000
"121",3122569,"Seasonal affective disorder","N","Non-Standard","U","Invalid","191655007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"122",3122576,"Masked depression","N","Non-Standard","U","Invalid","191665001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"123",3122585,"Agitated depression","N","Non-Standard","U","Invalid","191681006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"124",3122601,"Mixed anxiety and depressive disorder","N","Non-Standard","U","Invalid","191707004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"125",3122620,"Neurotic depression reactive type","N","Non-Standard","U","Invalid","191740008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"126",3122804,"Depressive disorder NEC","N","Non-Standard","U","Invalid","192078003","Condition","Nebraska Lexicon","Clinical Finding",1012348800000,1012435200000
"127",3122880,"Post-schizophrenic depression","N","Non-Standard","U","Invalid","192323004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"128",3122890,"Schizoaffective disorder, depressive type","N","Non-Standard","U","Invalid","192342000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"129",3122895,"Bipolar affective disorder, currently depressed, severe, with psychosis","N","Non-Standard","U","Invalid","192361001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"130",3122896,"Single major depressive episode","N","Non-Standard","U","Invalid","192366006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"131",3122898,"[X]Depression without psychotic symptoms: [recurrent: [major] or [manic-depressive psychosis, depressed type] or [vital] or [current severe episode]] or [endogenous]","N","Non-Standard","U","Invalid","192377000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1217462400000
"132",3122899,"[X]Recurrent depressive disorder, current episode severe with psychotic symptoms","N","Non-Standard","U","Invalid","192378005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1217462400000
"133",3122901,"Dysthymia","N","Non-Standard","U","Invalid","192384008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"134",3122906,"[X]Mixed anxiety and depressive disorder","N","Non-Standard","U","Invalid","192402009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1217462400000
"135",3122922,"Neurasthaenia","N","Non-Standard","U","Invalid","192439005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"136",3122983,"Depressive conduct disorder","N","Non-Standard","U","Invalid","192605002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"137",3132802,"Mood disorder with depressive feature","N","Non-Standard","U","Invalid","21061000119107","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,1501459200000
"138",3137636,"Schizoaffective disorder, depressive type","N","Non-Standard","U","Invalid","231492002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"139",3137639,"Endogenous depression","N","Non-Standard","U","Invalid","231498003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"140",3142939,"Single major depressive episode","N","Non-Standard","U","Invalid","268620009","Condition","Nebraska Lexicon","Clinical Finding",1501372800000,1501459200000
"141",3142947,"Neurasthaenia","N","Non-Standard","U","Invalid","268631001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"142",3142974,"Depression - postnatal","N","Non-Standard","U","Invalid","268753005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"143",3144604,"Atypical depressive disorder","N","Non-Standard","U","Invalid","277538003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"144",3146674,"Depression NOS","N","Non-Standard","U","Invalid","307537002","Condition","Nebraska Lexicon","Clinical Finding",1012348800000,1012435200000
"145",3154950,"Mild depression","N","Non-Standard","U","Invalid","390717003","Condition","Nebraska Lexicon","Clinical Finding",1043971200000,1501459200000
"146",3161606,"Major depression, melancholic type","N","Non-Standard","U","Invalid","62951006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"147",3169957,"Mood disorder with depressive symptoms caused by hypnotic","N","Non-Standard","V","Valid","724677009","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
"148",3179952,"Chronic depression","N","Non-Standard","V","Valid","192080009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"149",3180531,"Moderate recurrent major depression","N","Non-Standard","V","Valid","18818009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"150",3184802,"Depressive neurosis","N","Non-Standard","V","Valid","78667006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"151",3188258,"Perinatal depression","N","Non-Standard","V","Valid","10211000132109","Condition","Nebraska Lexicon","Clinical Finding",1485820800000,4102358400000
"152",3190777,"Mild depression","N","Non-Standard","V","Valid","310495003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"153",3201548,"Nervous debility -neurasthenia","N","Non-Standard","U","Invalid","154890009","Observation","Nebraska Lexicon","Undefined",1012435200000,1501459200000
"154",3201703,"Nervous debility -neurasthenia","N","Non-Standard","U","Invalid","268754004","Observation","Nebraska Lexicon","Undefined",1012435200000,1501459200000
"155",3213858,"Moderate major depression","N","Non-Standard","V","Valid","832007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"156",3214749,"Depressive disorder in mother complicating childbirth","N","Non-Standard","V","Valid","10835871000119104","Condition","Nebraska Lexicon","Clinical Finding",1406764800000,4102358400000
"157",3215928,"Recurrent major depressive disorder with postpartum onset","N","Non-Standard","V","Valid","71336009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"158",3218839,"Bipolar affective disorder, current episode depression","N","Non-Standard","V","Valid","191627008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"159",3222523,"Mood disorder with depressive symptoms caused by cocaine","N","Non-Standard","V","Valid","724690002","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
"160",3225113,"Mood disorder with depressive symptoms caused by sedative","N","Non-Standard","V","Valid","724676000","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
"161",3225440,"Depressive disorder in mother complicating pregnancy","N","Non-Standard","V","Valid","94631000119100","Condition","Nebraska Lexicon","Clinical Finding",1454198400000,4102358400000
"162",3225882,"Severe recurrent major depression with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","15193003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"163",3228513,"Recurrent depression","N","Non-Standard","V","Valid","191616006","Condition","Nebraska Lexicon","Clinical Finding",1.122768e+12,4102358400000
"164",3229191,"Major depression, single episode, in complete remission","N","Non-Standard","V","Valid","19527009","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"165",3229335,"Major depressive disorder, single episode, severe with psychotic features","N","Non-Standard","V","Valid","430852001","Condition","Nebraska Lexicon","Clinical Finding",1217462400000,4102358400000
"166",3231850,"Postpartum major depression in remission","N","Non-Standard","V","Valid","104851000119103","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"167",3232059,"Bipolar affective disorder, currently depressed, in full remission","N","Non-Standard","V","Valid","191634005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"168",3237831,"Mood disorder of depressed type","N","Non-Standard","V","Valid","35489007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"169",3238258,"Chronic depressive personality disorder","N","Non-Standard","V","Valid","442057004","Condition","Nebraska Lexicon","Clinical Finding",1248998400000,4102358400000
"170",3239300,"Mood disorder with depressive symptoms caused by alcohol","N","Non-Standard","V","Valid","723928009","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
"171",3244134,"Moderate depression","N","Non-Standard","V","Valid","310496002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"172",3244235,"Mixed anxiety and depressive disorder","N","Non-Standard","V","Valid","231504006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"173",3244930,"Third day blues","N","Non-Standard","V","Valid","279225001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"174",3245479,"Recurrent major depressive disorder with atypical features","N","Non-Standard","V","Valid","38694004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"175",3247243,"Major depressive disorder, single episode with melancholic features","N","Non-Standard","V","Valid","63778009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"176",3247632,"Secondary dysthymia","N","Non-Standard","V","Valid","85080004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"177",3248415,"Single major depressive episode, severe, with psychosis","N","Non-Standard","V","Valid","191604000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"178",3249194,"Mild postnatal depression","N","Non-Standard","V","Valid","237349002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"179",3250090,"Recurrent major depressive disorder","N","Non-Standard","V","Valid","66344007","Condition","Nebraska Lexicon","Clinical Finding",1.122768e+12,4102358400000
"180",3250138,"Severe recurrent major depression with psychotic features","N","Non-Standard","V","Valid","28475009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"181",3253807,"Mood disorder with depressive symptoms caused by anxiolytic","N","Non-Standard","V","Valid","724678004","Condition","Nebraska Lexicon","Clinical Finding",1501459200000,4102358400000
