"","CONCEPT_ID","CONCEPT_NAME","STANDARD_CONCEPT","STANDARD_CONCEPT_CAPTION","INVALID_REASON","INVALID_REASON_CAPTION","CONCEPT_CODE","DOMAIN_ID","VOCABULARY_ID","CONCEPT_CLASS_ID","VALID_START_DATE","VALID_END_DATE"
"102",3122895,"Bipolar affective disorder, currently depressed, severe, with psychosis","N","Non-Standard","U","Invalid","192361001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"103",3137638,"Bipolar II disorder","N","Non-Standard","U","Invalid","231497008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1217462400000
"104",3142971,"Affective psychoses: [manic depressive] or [involutional melancholia]","N","Non-Standard","U","Invalid","268749008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,1501459200000
"105",3146669,"Other manic-depressive psychos","N","Non-Standard","U","Invalid","307525004","Condition","Nebraska Lexicon","Clinical Finding",1.264896e+12,1501459200000
"106",3161480,"Bipolar 2 disorder, most recent episode rapid cycling","N","Non-Standard","U","Invalid","61771000119106","Condition","Nebraska Lexicon","Clinical Finding",1501372800000,1501459200000
"107",3169602,"Bipolar disorder, in remission","N","Non-Standard","V","Valid","85248005","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"108",3172581,"Bipolar disease in pregnancy","S","Standard","V","Valid","14530001000004106","Condition","Nebraska Lexicon","Clinical Finding",1453939200000,4102358400000
"109",3173585,"Moderate bipolar II disorder, most recent episode major depressive","N","Non-Standard","V","Valid","35846004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"110",3174376,"Bipolar I disorder, most recent episode depressed with postpartum onset","N","Non-Standard","V","Valid","87203005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"111",3176201,"Bipolar I disorder, most recent episode manic, in remission","N","Non-Standard","V","Valid","45479006","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"112",3176801,"Moderate bipolar I disorder, most recent episode mixed","N","Non-Standard","V","Valid","40926005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"113",3177012,"Bipolar I disorder, most recent episode depression","N","Non-Standard","V","Valid","767636002","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"114",3189606,"Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","86058007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"115",3217056,"Mixed type bipolar affective disorder","N","Non-Standard","V","Valid","16506000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"116",3218839,"Bipolar affective disorder, current episode depression","N","Non-Standard","V","Valid","191627008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"117",3219292,"Bipolar affective disorder, current episode manic","N","Non-Standard","V","Valid","191618007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"118",3219794,"Severe bipolar disorder with psychotic features, mood-congruent","N","Non-Standard","V","Valid","70546001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"119",3219936,"Bipolar disorder in partial remission","N","Non-Standard","V","Valid","5703000","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"120",3220425,"Mixed bipolar affective disorder, in full remission","N","Non-Standard","V","Valid","191643001","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"121",3220652,"Bipolar 1 disorder","N","Non-Standard","V","Valid","371596008","Condition","Nebraska Lexicon","Clinical Finding",1028073600000,4102358400000
"122",3221532,"Moderate bipolar I disorder, most recent episode manic","N","Non-Standard","V","Valid","82998009","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"123",3221731,"Bipolar affective disorder, current episode hypomanic","N","Non-Standard","V","Valid","31446002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"124",3228602,"Bipolar I disorder, most recent episode mixed, in remission","N","Non-Standard","V","Valid","35481005","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"125",3232059,"Bipolar affective disorder, currently depressed, in full remission","N","Non-Standard","V","Valid","191634005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"126",3234838,"Bipolar I disorder, most recent episode mixed, in full remission","N","Non-Standard","V","Valid","111485001","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"127",3234853,"Bipolar 1 disorder, single manic episode","N","Non-Standard","V","Valid","9340000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"128",3235926,"Moderate bipolar I disorder, single manic episode","N","Non-Standard","V","Valid","28884001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"129",3239169,"Severe bipolar II disorder, most recent episode major depressive without psychotic features","N","Non-Standard","V","Valid","81319007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"130",3241350,"Severe bipolar I disorder, single manic episode with psychotic fearures, mood-congruent","N","Non-Standard","V","Valid","13581000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"131",3244369,"Bipolar II disorder, most recent episode hypomanic","N","Non-Standard","V","Valid","48937005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"132",3245702,"Severe depressed bipolar I disorder","N","Non-Standard","V","Valid","261000119107","Condition","Nebraska Lexicon","Clinical Finding",1343692800000,4102358400000
"133",3246079,"Bipolar I disorder, most recent episode manic","N","Non-Standard","V","Valid","68569003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"134",3247592,"Bipolar type II disorder currently in full remission","N","Non-Standard","V","Valid","723905008","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"135",3247938,"Bipolar 1 disorder, single manic episode, full remission","N","Non-Standard","V","Valid","3530005","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"136",3248705,"Bipolar I disorder, most recent episode depressed with melancholic features","N","Non-Standard","V","Valid","75752004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"137",3249196,"Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-congruent","N","Non-Standard","V","Valid","19300006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"138",3250001,"Bipolar I disorder, single manic episode with postpartum onset","N","Non-Standard","V","Valid","1499003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"139",3252399,"Bipolar I disorder, most recent episode depressed, in full remission","N","Non-Standard","V","Valid","22121000","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"140",3252672,"Bipolar I disorder, most recent episode manic with postpartum onset","N","Non-Standard","V","Valid","55516002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"141",3257052,"Mild bipolar I disorder, most recent episode depressed","N","Non-Standard","V","Valid","74686005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"142",3257343,"Severe bipolar disorder with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","26530004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"143",3258702,"Bipolar I disorder, most recent episode mixed with postpartum onset","N","Non-Standard","V","Valid","65042007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"144",3259084,"Mild bipolar I disorder, most recent episode mixed","N","Non-Standard","V","Valid","43769008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"145",3259320,"Bipolar I disorder, most recent episode manic, in full remission","N","Non-Standard","V","Valid","30935000","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"146",3264745,"Bipolar affective disorder, currently depressed, moderate","N","Non-Standard","V","Valid","191630001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"147",3266726,"Bipolar I disorder, most recent episode depressed with catatonic features","N","Non-Standard","V","Valid","21900002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"148",3268837,"Bipolar I disorder, most recent episode manic with catatonic features","N","Non-Standard","V","Valid","17782008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"149",3272906,"Schizoaffective disorder, bipolar type","N","Non-Standard","V","Valid","38368003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"150",3278718,"Mixed bipolar affective disorder, mild","N","Non-Standard","V","Valid","191638008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"151",3280461,"Severe bipolar I disorder","N","Non-Standard","V","Valid","371599001","Condition","Nebraska Lexicon","Clinical Finding",1028073600000,4102358400000
"152",3281321,"Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","20960007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"153",3282238,"Severe bipolar disorder","N","Non-Standard","V","Valid","371600003","Condition","Nebraska Lexicon","Clinical Finding",1028073600000,4102358400000
"154",3291782,"Severe bipolar I disorder, most recent episode mixed, with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","10875004","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"155",3298010,"Moderate bipolar disorder","N","Non-Standard","V","Valid","79584002","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"156",3298224,"Bipolar disorder, most recent episode depression","N","Non-Standard","V","Valid","767631007","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"157",3303540,"Chronic bipolar I disorder, most recent episode depressed","N","Non-Standard","V","Valid","51637008","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"158",3303695,"Severe bipolar I disorder, most recent episode mixed, with psychotic features, mood-congruent","N","Non-Standard","V","Valid","64731001","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"159",3304401,"Severe bipolar I disorder, most recent episode depressed with psychotic feature, mood-congruent","N","Non-Standard","V","Valid","54761006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"160",3307215,"Severe bipolar I disorder, most recent episode manic, with psychotic features, mood-incongruent","N","Non-Standard","V","Valid","33380008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"161",3309255,"Bipolar affective disorder, currently depressed, mild","N","Non-Standard","V","Valid","191629006","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"162",3311555,"Chronic bipolar II disorder, most recent episode major depressive","N","Non-Standard","V","Valid","1196001","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"163",3311984,"Severe bipolar I disorder, most recent episode depressed without psychotic features","N","Non-Standard","V","Valid","61403008","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"164",3312114,"Bipolar type I disorder currently in full remission","N","Non-Standard","V","Valid","723903001","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"165",3312443,"Mixed bipolar affective disorder, moderate","N","Non-Standard","V","Valid","191639000","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"166",3312583,"Severe bipolar II disorder, most recent episode major depressive, in full remission","N","Non-Standard","V","Valid","12969000","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"167",3319674,"Severe bipolar I disorder, single manic episode without psychotic features","N","Non-Standard","V","Valid","14495005","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"168",3321849,"Bipolar 1 disorder, single manic episode, in partial remission","N","Non-Standard","V","Valid","78269000","Condition","Nebraska Lexicon","Clinical Finding",1532995200000,4102358400000
"169",3325775,"Bipolar 2 disorder","N","Non-Standard","V","Valid","83225003","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
"170",3331771,"Bipolar I disorder, most recent episode depressed","N","Non-Standard","V","Valid","49468007","Condition","Nebraska Lexicon","Clinical Finding",1012435200000,4102358400000
